foursquare_id,name,short_name
5283c7b4e4b094cb91ec88d5,マンティ店,マンティ
5283c7b4e4b094cb91ec88da,メイハネ,メイハネ
530faca9bcbc57f1066bc2f2,Pide Place,Pide
58daa1558bbb0b01f18ec1df,Pilavcı,Pilavcı
58daa1558bbb0b01f18ec1dc,ソウシュ料理店,ソウシュ
56aa371be4b08b9a8d5734bf,タントゥーニレストラン,タントゥーニ
56aa371be4b08b9a8d5734c1,トルココーヒー店,トルココーヒー店
5283c7b4e4b094cb91ec88d4,トルコの家庭料理レストラン,トルコの家庭料理
58daa1558bbb0b01f18ec1e2,チョップシシ料理店,チョップシシ料理
52e928d0bcbc57f1066b7e96,ウクライナ料理店,ウクライナ
52e928d0bcbc57f1066b7e9a,Varenyky restaurant,Varenyky
52e928d0bcbc57f1066b7e9b,西ウクライナ料理店,西ウクライナ
4bf58dd8d48988d1d3941735,ベジタリアン / ビーガン料理レストラン,ベジタリアン / ベーガン
4bf58dd8d48988d14c941735,手羽唐揚店,手羽唐揚
