id,name
56aa371be4b08b9a8d57355a,スロバキア料理店
4bf58dd8d48988d1c7941735,軽食店
4bf58dd8d48988d1dd931735,スープ店
4bf58dd8d48988d14f941735,南部料理 / ソウルフードレストラン
4bf58dd8d48988d150941735,スペイン料理店
4bf58dd8d48988d14d941735,パエリヤレストラン
4bf58dd8d48988d1db931735,タパスレストラン
5413605de4b0ae91d18581a9,スリランカ料理店
4bf58dd8d48988d1cc941735,ステーキハウス
4bf58dd8d48988d158941735,スイス料理店
4bf58dd8d48988d1dc931735,ティールーム
56aa371be4b08b9a8d573538,テーマレストラン
57558b36e4b065ecebd306dd,トラック運転手用ドライブイン
4f04af1f2fb6e1c99f3db0bb,トルコ料理店
530faca9bcbc57f1066bc2f3,Borek Place
530faca9bcbc57f1066bc2f4,Cigkofte Place
5283c7b4e4b094cb91ec88d8,ドネル料理店
5283c7b4e4b094cb91ec88d9,ギョズレメ料理店
5283c7b4e4b094cb91ec88db,キョフテ店
5283c7b4e4b094cb91ec88d6,ココレチ料理店
56aa371be4b08b9a8d573535,クンピルレストラン
56aa371be4b08b9a8d5734bd,クムルレストラン
5283c7b4e4b094cb91ec88d5,マンティ店
5283c7b4e4b094cb91ec88da,メイハネ
530faca9bcbc57f1066bc2f2,Pide Place
58daa1558bbb0b01f18ec1df,Pilavcı
58daa1558bbb0b01f18ec1dc,ソウシュ料理店
56aa371be4b08b9a8d5734bf,タントゥーニレストラン
56aa371be4b08b9a8d5734c1,トルココーヒー店
5283c7b4e4b094cb91ec88d4,トルコの家庭料理レストラン
58daa1558bbb0b01f18ec1e2,チョップシシ料理店
52e928d0bcbc57f1066b7e96,ウクライナ料理店
52e928d0bcbc57f1066b7e9a,Varenyky restaurant
52e928d0bcbc57f1066b7e9b,西ウクライナ料理店
4bf58dd8d48988d1d3941735,ベジタリアン / ビーガン料理レストラン
4bf58dd8d48988d14c941735,手羽唐揚店
